card_id	card_type	entity_id	title	summary	evidence	threshold	method	core	taxon	module	relation_type	score	observed_status	source_tables	source_taxon	target_node
taxon_taxon_prev_10_mi_aracne_S_3300020317_19_S_GCA_001643535_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300020317_19::S__GCA_001643535.1	Predicted taxon_taxon link S__3300020317_19 -> S__GCA_001643535.1	Predicted taxon-taxon link between S__3300020317_19 and S__GCA_001643535.1 with score 0.801; shared cores 1; cosine -0.302.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.801477304485923	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300020317_19	S__GCA_001643535.1
taxon_taxon_prev_10_mi_aracne_S_3300020317_19_S_IMGVR_UViG_3300020182_000036	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300020317_19::S__IMGVR_UViG_3300020182_000036	Predicted taxon_taxon link S__3300020317_19 -> S__IMGVR_UViG_3300020182_000036	Predicted taxon-taxon link between S__3300020317_19 and S__IMGVR_UViG_3300020182_000036 with score 0.791; shared cores 2; cosine 0.340.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.791381403847688	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300020317_19	S__IMGVR_UViG_3300020182_000036
taxon_taxon_prev_10_mi_aracne_S_3300020317_19_S_IMGVR_UViG_3300038315_000065	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300020317_19::S__IMGVR_UViG_3300038315_000065	Predicted taxon_taxon link S__3300020317_19 -> S__IMGVR_UViG_3300038315_000065	Predicted taxon-taxon link between S__3300020317_19 and S__IMGVR_UViG_3300038315_000065 with score 0.763; shared cores 2; cosine 0.239.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.762510931292131	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300020317_19	S__IMGVR_UViG_3300038315_000065
taxon_taxon_prev_10_mi_aracne_S_3300024058_22_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300024058_22::S__GCA_017368835.1	Predicted taxon_taxon link S__3300024058_22 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300024058_22 and S__GCA_017368835.1 with score 0.760; shared cores 3; cosine 0.977.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.760297077397371	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024058_22	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300024431_33_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300024431_33::S__GCA_017368835.1	Predicted taxon_taxon link S__3300024431_33 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300024431_33 and S__GCA_017368835.1 with score 0.759; shared cores 3; cosine 0.971.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.758560065354929	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024431_33	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300024516_13_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300024516_13::S__GCA_017368835.1	Predicted taxon_taxon link S__3300024516_13 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300024516_13 and S__GCA_017368835.1 with score 0.760; shared cores 3; cosine 0.976.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.759878791417395	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_13	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300024516_38_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300024516_38::S__GCA_017368835.1	Predicted taxon_taxon link S__3300024516_38 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300024516_38 and S__GCA_017368835.1 with score 0.759; shared cores 3; cosine 0.974.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.759272932755349	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300024516_38	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300026253_28_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300026253_28::S__GCA_017368835.1	Predicted taxon_taxon link S__3300026253_28 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300026253_28 and S__GCA_017368835.1 with score 0.759; shared cores 3; cosine 0.974.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.759461635029095	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300026253_28	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300027827_16_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300027827_16::S__GCA_017368835.1	Predicted taxon_taxon link S__3300027827_16 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300027827_16 and S__GCA_017368835.1 with score 0.759; shared cores 3; cosine 0.972.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.758863397479498	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027827_16	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300027847_80_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300027847_80::S__GCA_017368835.1	Predicted taxon_taxon link S__3300027847_80 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300027847_80 and S__GCA_017368835.1 with score 0.759; shared cores 3; cosine 0.974.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.759497557913011	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027847_80	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_3300027997_10_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__3300027997_10::S__GCA_017368835.1	Predicted taxon_taxon link S__3300027997_10 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__3300027997_10 and S__GCA_017368835.1 with score 0.761; shared cores 3; cosine 0.979.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.76092588315985	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__3300027997_10	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001437625_1_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001437625.1::S__GCA_017368835.1	Predicted taxon_taxon link S__GCA_001437625.1 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__GCA_001437625.1 and S__GCA_017368835.1 with score 0.761; shared cores 3; cosine 0.979.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.760980846234511	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001437625.1	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_013203245_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_013203245.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_013203245.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_013203245.1 with score 0.839; shared cores 1; cosine -0.148.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.838917072642622	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_013203245.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_016777365_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_016777365.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_016777365.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_016777365.1 with score 0.812; shared cores 1; cosine -0.262.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.811833690289727	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_016777365.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_017368835_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_017368835.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_017368835.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_017368835.1 with score 0.869; shared cores 2; cosine 0.742.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.868969802628102	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_017368835.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_018673385_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_018673385.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_018673385.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_018673385.1 with score 0.817; shared cores 1; cosine -0.242.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.816845863319731	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_018673385.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_902514095_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_902514095.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_902514095.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_902514095.1 with score 0.785; shared cores 2; cosine 0.382.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.784937263201904	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_902514095.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_905182065_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_905182065.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_905182065.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_905182065.1 with score 0.818; shared cores 1; cosine -0.235.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.818471851053477	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_905182065.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_905182435_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_905182435.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_905182435.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_905182435.1 with score 0.826; shared cores 1; cosine -0.204.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.826118486316545	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_905182435.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_905182765_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_905182765.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_905182765.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_905182765.1 with score 0.834; shared cores 1; cosine -0.170.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.833991820885799	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_905182765.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCA_905620445_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCA_905620445.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCA_905620445.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCA_905620445.1 with score 0.810; shared cores 1; cosine -0.269.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.809935929497416	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCA_905620445.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCF_002836475_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCF_002836475.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCF_002836475.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCF_002836475.1 with score 0.828; shared cores 1; cosine -0.196.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.8280740941817	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCF_002836475.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_GCF_003326015_1	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__GCF_003326015.1	Predicted taxon_taxon link S__GCA_001510275.1 -> S__GCF_003326015.1	Predicted taxon-taxon link between S__GCA_001510275.1 and S__GCF_003326015.1 with score 0.825; shared cores 1; cosine -0.210.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.824717288990566	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__GCF_003326015.1
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_3300009443_000008	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_3300009443_000008	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_3300009443_000008	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_3300009443_000008 with score 0.861; shared cores 2; cosine 0.699.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.860511303654498	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_3300009443_000008
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_3300020166_000001	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_3300020166_000001	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_3300020166_000001	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_3300020166_000001 with score 0.800; shared cores 1; cosine -0.309.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.799607756237105	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_3300020166_000001
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_3300025860_000061	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_3300025860_000061	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_3300025860_000061	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_3300025860_000061 with score 0.804; shared cores 1; cosine -0.294.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.803639944914271	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_3300025860_000061
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_3300027861_000023	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_3300027861_000023	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_3300027861_000023	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_3300027861_000023 with score 0.797; shared cores 1; cosine -0.320.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.7967035879525	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_3300027861_000023
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_3300031687_001020	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_3300031687_001020	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_3300031687_001020	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_3300031687_001020 with score 0.804; shared cores 1; cosine -0.294.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.803559812690942	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_3300031687_001020
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_3300037585_000783	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_3300037585_000783	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_3300037585_000783	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_3300037585_000783 with score 0.801; shared cores 1; cosine -0.302.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.801363845461083	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_3300037585_000783
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_IMGVR_UViG_GVMAG_S_ERX556030_34_000001	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	Predicted taxon_taxon link S__GCA_001510275.1 -> S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001	Predicted taxon-taxon link between S__GCA_001510275.1 and S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001 with score 0.797; shared cores 1; cosine -0.318.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.797072844653469	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__IMGVR_UViG_GVMAG-S-ERX556030-34_000001
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_Schulz_GVMAG_S_1024967_63	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__Schulz_GVMAG_S_1024967_63	Predicted taxon_taxon link S__GCA_001510275.1 -> S__Schulz_GVMAG_S_1024967_63	Predicted taxon-taxon link between S__GCA_001510275.1 and S__Schulz_GVMAG_S_1024967_63 with score 0.798; shared cores 1; cosine -0.315.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.798064678344282	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__Schulz_GVMAG_S_1024967_63
taxon_taxon_prev_10_mi_aracne_S_GCA_001510275_1_S_Schulz_GVMAG_S_1102104_120	predicted_link	taxon_taxon::prev_10::mi_aracne::S__GCA_001510275.1::S__Schulz_GVMAG_S_1102104_120	Predicted taxon_taxon link S__GCA_001510275.1 -> S__Schulz_GVMAG_S_1102104_120	Predicted taxon-taxon link between S__GCA_001510275.1 and S__Schulz_GVMAG_S_1102104_120 with score 0.801; shared cores 1; cosine -0.303.	Learned from calibrated latent similarity on prev_10/mi_aracne using candidate predictions written by 10_ngraph_link_prediction.py.	prev_10	mi_aracne	""	""		taxon_taxon	0.801153954585101	predicted	"{""summary"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_summary.tsv"",""top_candidates"":""/src/results/ngraph/abundance_thresholding/deep_knowledge_discovery/link_prediction_top_candidates.tsv""}"	S__GCA_001510275.1	S__Schulz_GVMAG_S_1102104_120
